B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,CLOUDY_PIXEL_PERCENTAGE,MEAN_SOLAR_ZENITH_ANGLE,NODATA_PIXEL_PERCENTAGE,SENSING_ORBIT_NUMBER,SPACECRAFT_NAME,date,lat,lon,PID
170,1895,1159,258,469,518,884,1990,2367,2199,2635,2677,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.14228098955978,69.56988635515279,ID_nyovEL
158,1983,1279,241,512,525,944,1542,1771,1956,2024,2252,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.1422815798138,69.56997799998656,ID_nyovEL
220,2251,1752,333,529,772,1124,1377,1480,1409,1681,1821,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.140131159542264,69.58678306018487,ID_ZL91xW
220,2251,1752,366,636,971,1124,1377,1480,1625,1681,1821,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.14013174439239,69.58687470462738,ID_ZL91xW
226,2392,1863,413,669,941,1193,1459,1651,1793,1888,2198,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.14004135573505,69.58686506919535,ID_ZL91xW
254,2749,1916,486,868,947,1444,2041,2465,2558,2690,2328,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.1383540174823,69.6056426878991,ID_iJ0bYi
254,2749,1916,522,893,995,1444,2041,2465,2846,2690,2328,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.138354596356294,69.6057343320993,ID_iJ0bYi
254,2749,1916,399,673,810,1444,2041,2465,2142,2690,2328,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.138263627823825,69.6056330480405,ID_iJ0bYi
254,2749,1916,529,898,1068,1444,2041,2465,2684,2690,2328,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.138264206693066,69.60572469221097,ID_iJ0bYi
247,1842,1163,263,487,454,1048,2418,2900,3063,3047,2659,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.1522581634549,69.61894125830813,ID_TvTx4v
247,2731,2026,424,731,888,1371,1946,2171,2591,2593,2659,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.15225873940764,69.61903290728822,ID_TvTx4v
317,2850,2217,543,916,1252,1485,1949,2200,2242,2381,2419,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.14289435408443,69.62380278659529,ID_qXFI2V
332,2824,2088,421,690,902,1364,1888,2155,2386,2435,2527,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.142894927737274,69.62389443259624,ID_qXFI2V
317,2805,2307,556,976,1236,1547,1922,2173,2354,2292,2419,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.142803963541255,69.62379313697195,ID_qXFI2V
197,2264,1641,347,573,775,1077,1345,1561,1702,1844,2025,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.148353888323115,69.63015572838654,ID_InDazc
197,2266,1642,360,569,812,1073,1412,1591,1557,1864,2025,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.14826292534084,69.63005442409084,ID_InDazc
197,2343,1689,357,576,786,1073,1428,1641,1676,1828,2025,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.148263497518506,69.63014607195416,ID_InDazc
259,2312,1538,483,874,1096,1309,1995,2296,2471,2600,2445,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.14638700854533,69.63342590225497,ID_2GlpfP
221,2372,1704,501,863,1100,1406,1795,2038,2184,2287,2318,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.14629661754976,69.63341624650332,ID_2GlpfP
221,2372,1704,398,710,925,1406,1795,2038,2164,2287,2318,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.14629718852164,69.63350789378046,ID_2GlpfP
207,2156,1556,354,603,739,1057,1478,1635,1932,1847,2049,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.14659516597105,69.63784428954003,ID_5qo9VR
207,2156,1556,327,595,769,1057,1478,1635,1767,1847,2049,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.146595735600016,69.63793593698932,ID_5qo9VR
207,2191,1532,395,661,794,1246,1767,2035,2226,2305,2049,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.146504774751996,69.63783463219713,ID_5qo9VR
207,2191,1532,415,684,819,1246,1767,2035,2113,2305,2049,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.146505344376294,69.63792627961669,ID_5qo9VR
170,2330,1678,499,717,1044,1192,1828,2018,1923,2271,2465,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.15661244909337,69.46984801170436,ID_pe1DxX
170,2330,1678,337,611,691,1192,1828,2018,2186,2271,2465,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.15661307152472,69.4699396592234,ID_pe1DxX
170,2330,1678,432,692,888,1192,1828,2018,2099,2271,2465,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.156522066970396,69.46983839923843,ID_pe1DxX
170,2330,1678,294,504,558,1192,1828,2018,2402,2271,2465,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.15652268939664,69.46993004672764,ID_pe1DxX
98,1595,871,163,325,265,802,2137,2625,2890,2947,2798,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.164020321964585,69.4834579053888,ID_NHEZ5Q
98,1595,871,290,597,618,802,2137,2625,3012,2947,2798,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.16402094084663,69.48354955562644,ID_NHEZ5Q
98,1726,982,155,339,243,832,2333,2857,2984,3029,2798,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.16392993917687,69.48344828211299,ID_NHEZ5Q
98,1726,982,240,536,480,832,2333,2857,2981,3029,2798,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.16393055805384,69.48353993232075,ID_NHEZ5Q
186,2486,1828,388,623,804,1187,1592,1821,1853,1997,2129,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.155404655607946,69.49160754459479,ID_IB3klT
228,2547,1843,390,618,785,1154,1625,1810,1887,2029,2110,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.1554052712032,69.49169919217815,ID_IB3klT
186,2335,1673,376,576,785,1089,1628,1808,1836,1994,2129,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.15531427226323,69.49159792622775,ID_IB3klT
228,2420,1754,372,579,756,1098,1550,1770,1880,1990,2110,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.155314887853436,69.49168957378131,ID_IB3klT
180,2665,2137,506,808,1092,1420,1714,1870,2103,2078,2313,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.156153554687336,69.49553370481732,ID_m4sEhj
180,2765,2086,486,794,1023,1311,1748,1938,2231,2179,2313,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.156063171135514,69.49552408454242,ID_m4sEhj
202,2749,2104,583,898,1230,1474,1810,2031,2123,2293,2264,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.16042369177558,69.49928532671275,ID_mt1WDh
257,2743,2082,600,896,1262,1453,1788,2004,2155,2265,2334,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.160424305441296,69.49937697610055,ID_mt1WDh
202,2749,2104,533,777,1084,1474,1810,2031,2065,2293,2264,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.16033330807001,69.49927570151343,ID_mt1WDh
92,1430,760,201,368,354,834,2384,2846,2946,3056,3016,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.16377840652991,69.51475424276128,ID_wkxoU2
92,1430,760,168,332,293,834,2384,2846,2909,3056,3016,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.16368802201866,69.51474460968889,ID_wkxoU2
215,2479,1957,459,751,894,1298,1761,1913,2062,2176,2269,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.16702188516169,69.51354300636524,ID_ib1qYC
215,2479,1957,400,668,864,1298,1761,1913,2107,2176,2269,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.16693150075636,69.51353337084873,ID_ib1qYC
215,2557,1975,467,752,1024,1343,1734,1949,2036,2156,2269,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.16702249499904,69.5136346582079,ID_ib1qYC
215,2557,1975,435,738,999,1343,1734,1949,2062,2156,2269,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.16693211058872,69.51362502266156,ID_ib1qYC
202,1951,1343,309,531,636,1059,1827,2072,2327,2193,1981,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.158018585960136,69.53154158439409,ID_qAoGm5
202,1892,1387,330,580,775,1150,1715,1921,2014,2040,1981,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.15792820046679,69.5315319509857,ID_qAoGm5
186,2252,1592,331,581,678,1106,1777,2004,2005,2168,2153,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.170994523288954,69.55444898470424,ID_nXYR2T
186,2233,1564,355,645,775,1132,1654,1899,2020,2082,2153,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.17099512081104,69.55454063865244,ID_nXYR2T
186,2237,1577,339,587,689,1088,1712,1960,2088,2130,2153,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.17090413672222,69.55443933263494,ID_nXYR2T
186,2201,1537,368,621,754,1079,1722,1965,2106,2139,2153,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.170904734239414,69.5545309865533,ID_nXYR2T
192,1267,618,188,317,274,682,2314,2959,3211,3188,2905,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.15661872999213,69.59431201631051,ID_uGGJOG
192,1607,875,263,397,431,840,2285,2826,3009,3104,2905,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.156527757178125,69.59421071413581,ID_uGGJOG
192,1607,875,226,390,375,840,2285,2826,3252,3104,2905,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.15652834114324,69.59430236407788,ID_uGGJOG
270,2499,1864,566,902,1230,1464,1790,1990,2156,2264,2358,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.1600610750736,69.62444623650235,ID_14is67
270,2499,1864,488,817,1156,1464,1790,1990,2002,2264,2358,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.16006164998911,69.62453788813153,ID_14is67
270,2674,1984,575,916,1260,1499,1787,1899,2148,2277,2358,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.15997068470186,69.62443657163394,ID_14is67
270,2674,1984,472,788,1118,1499,1787,1899,2009,2277,2358,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.159971259612654,69.62452822323334,ID_14is67
185,2316,1663,412,615,771,1279,1955,2358,2269,2540,2568,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.155582287740614,69.63047025824994,ID_aWtRBz
146,2223,1479,503,789,1015,1195,1774,1991,2331,2482,2788,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.155491324311164,69.63036894514923,ID_aWtRBz
146,2223,1479,419,681,841,1195,1774,1991,2379,2482,2788,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.15549189700587,69.63046059538306,ID_aWtRBz
80,1038,461,131,279,224,614,1950,2520,2630,2807,2742,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.16468708384956,69.6419770946591,ID_dyb1JK
80,1038,461,137,313,246,614,1950,2520,2722,2807,2742,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.164687653733836,69.6420687480988,ID_dyb1JK
193,2186,1607,471,716,976,1186,1625,1838,1820,2024,2064,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.17584349460421,69.50908005697966,ID_qfzFTg
193,2186,1607,439,688,965,1186,1625,1838,1832,2024,2064,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.17584410660301,69.50917171162715,ID_qfzFTg
276,2385,1857,556,983,1238,1409,1789,1944,1946,2101,2052,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.17682240448191,69.52045005314801,ID_Dl4WaW
276,2498,2067,550,818,1234,1400,1676,1858,1825,1982,2052,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.17682301304501,69.5205417083458,ID_Dl4WaW
276,2385,1857,619,1004,1282,1409,1789,1944,2013,2101,2052,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.17673201982048,69.52044040686496,ID_Dl4WaW
276,2498,2067,532,803,1166,1400,1676,1858,1892,1982,2052,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.17673262837859,69.5205320620329,ID_Dl4WaW
251,2416,1774,339,560,757,1309,1812,2123,2164,2249,2054,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.18244572218622,69.52398130948174,ID_XjMMfZ
251,2225,1475,270,438,568,1070,1807,2033,2340,2232,2054,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.182446330150775,69.52407296659666,ID_XjMMfZ
251,2225,1475,378,633,825,1070,1807,2033,2260,2232,2054,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.18235594536134,69.52406331424245,ID_XjMMfZ
175,2238,1568,337,587,688,1071,1754,1945,2204,2210,2087,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.18636446173363,69.52925433501099,ID_9dFxCp
191,2129,1507,365,626,727,1111,1634,1861,1988,2007,2234,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.18627347001257,69.52915301910014,ID_9dFxCp
191,1775,1178,290,517,604,810,1540,1753,1884,1901,2234,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.186274076711044,69.52924467757501,ID_9dFxCp
249,2567,2147,809,1050,1340,1490,1774,1980,1986,2190,2107,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.177778296449894,69.55590637344247,ID_BNZbi7
249,2279,1791,444,751,1060,1239,1762,2027,2039,2203,2107,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.177778894112194,69.55599802964448,ID_BNZbi7
258,2981,2444,683,980,1440,1657,1823,1960,2137,2172,2099,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.18479236537564,69.56499125342958,ID_pKGEIB
258,2981,2444,648,969,1394,1657,1823,1960,2076,2172,2099,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.18479296083352,69.56508291210585,ID_pKGEIB
258,3017,2509,689,989,1434,1699,1853,2016,2161,2275,2099,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.1847019784143,69.56498158592237,ID_pKGEIB
258,3017,2509,664,983,1394,1699,1853,2016,2117,2275,2099,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.18470257386731,69.56507324456877,ID_pKGEIB
217,2580,1933,665,955,1380,1422,1859,2077,2171,2306,2455,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.18470316929195,69.56516490321704,ID_kWTN49
217,2580,1933,583,907,1274,1422,1859,2077,2155,2306,2455,0.380745,40.1040466111,0.0,135.0,Sentinel-2B,2019-12-18,43.184612782320286,69.56515523573223,ID_kWTN49
259,2510,1886,577,988,1366,1633,1957,2167,2032,2296,2128,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.0337273709897,69.97166686720549,ID_5w8qZ5
259,2550,1911,558,897,1230,1640,1929,2019,2117,2312,2128,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03363696305051,69.97165720358004,ID_5w8qZ5
259,2326,1812,549,917,1336,1615,1780,1934,1928,2080,2128,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.033637421028736,69.97174881843762,ID_5w8qZ5
112,1721,1536,245,486,807,1031,1180,1252,1309,1321,1455,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03298916562933,69.9329475579244,ID_bw56uZ
105,2078,1603,361,634,871,1106,1336,1619,1760,1699,1873,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.032989635403595,69.93303917225288,ID_bw56uZ
112,1525,1310,226,442,816,867,1066,1100,1340,1248,1455,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03289875930888,69.93293790713362,ID_bw56uZ
105,1588,1143,296,530,772,810,1250,1385,1415,1598,1873,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.032899229079256,69.93302952143287,ID_bw56uZ
167,1945,1518,449,752,1142,1445,1573,1764,1715,1760,1985,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03255986932198,69.83474721931142,ID_b0Mngt
167,1945,1518,442,777,1102,1445,1573,1764,1794,1760,1985,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03246896749756,69.83464598665421,ID_b0Mngt
167,1945,1518,411,760,1152,1445,1573,1764,1638,1760,1985,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03246946730853,69.83473759981246,ID_b0Mngt
76,972,597,172,308,350,588,901,1030,1220,1111,1299,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.033933668474894,69.78911368444632,ID_J33rEH
95,1016,550,112,308,224,540,1232,1324,1516,1461,1355,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03393418233293,69.7892052975213,ID_J33rEH
76,972,597,201,351,376,588,901,1030,1325,1111,1299,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03384326857143,69.78910407811256,ID_J33rEH
95,1016,550,137,324,255,540,1232,1324,1708,1461,1355,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03384378242521,69.78919569115821,ID_J33rEH
82,2127,1598,270,498,731,982,1347,1589,1554,1802,1809,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.034041212540835,69.94432233119038,ID_803BdA
82,2127,1598,313,609,912,982,1347,1589,1710,1802,1809,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03404167891401,69.94441394595663,ID_803BdA
137,2239,1690,412,813,1104,1483,1934,2082,2273,2236,2449,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03495584241854,69.8600899928851,ID_vGinxl
116,2201,1482,400,717,911,1334,1904,2068,2343,2377,2412,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03495633463809,69.8601816071315,ID_vGinxl
80,2104,1467,433,782,1038,1376,2120,2349,2318,2511,2672,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03486593150867,69.86017197750891,ID_vGinxl
178,2235,1605,456,719,909,1262,1763,1973,1993,2068,1756,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.036718168608544,70.01007872144848,ID_1yqUOH
178,2015,1491,459,753,948,1162,1521,1666,2005,2093,1756,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.0367186150566,70.01017033757546,ID_1yqUOH
178,2235,1605,465,800,957,1262,1763,1973,2238,2068,1756,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03662775912818,70.01006904309037,ID_1yqUOH
251,2469,1756,487,728,986,1344,1804,1877,1926,2151,2082,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03841244652138,69.78226494751745,ID_52YlA4
251,2069,1463,466,756,1054,1310,1573,1683,1783,1874,2082,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03841296283248,69.78235656195068,ID_52YlA4
251,2469,1756,478,759,1006,1344,1804,1877,2033,2151,2082,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03832204698773,69.78225533940017,ID_52YlA4
251,2069,1463,443,736,999,1310,1573,1683,1740,1874,2082,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.038322563294564,69.78234695380408,ID_52YlA4
163,2226,1869,482,822,1214,1520,1650,1783,1805,1782,1798,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03834731647335,69.9033031496119,ID_RFLSUX
163,2226,1869,530,799,1256,1520,1650,1783,1850,1782,1798,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.038256432205756,69.90320188766216,ID_RFLSUX
163,2226,1869,486,792,1236,1520,1650,1783,1803,1782,1798,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.0382569114847,69.90329350341565,ID_RFLSUX
71,1988,1375,325,562,787,1112,1430,1602,1806,1867,2009,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.038956097488764,69.91609565673174,ID_EPcsYm
71,1988,1375,309,559,821,1112,1430,1602,1786,1867,2009,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.038956572874035,69.91618727283299,ID_EPcsYm
71,1988,1375,276,563,819,1112,1430,1602,1798,1867,2009,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.038865691953994,69.91608600596925,ID_EPcsYm
71,1988,1375,308,527,794,1112,1430,1602,1680,1867,2009,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03886616733532,69.9161776220412,ID_EPcsYm
208,2350,1825,645,975,1452,1669,1885,2036,2060,2166,2199,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03960785309714,70.02833574427196,ID_kaCz41
262,2327,1807,642,998,1440,1612,1854,2003,2098,2136,2066,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03951744291377,70.02832605760797,ID_kaCz41
262,2264,1813,603,1024,1428,1693,1901,1994,2026,2096,2066,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03951788398137,70.02841767475388,ID_kaCz41
204,1653,1065,422,663,971,1161,1436,1566,1612,1780,1878,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03930869315804,69.78098681249665,ID_1pbK6F
204,1653,1065,382,639,912,1161,1436,1566,1610,1780,1878,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03930920993197,69.78107842720284,ID_1pbK6F
204,1653,1065,423,690,1021,1161,1436,1566,1688,1780,1878,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.03921829369425,69.78097720399359,ID_1pbK6F
146,1516,1216,300,589,907,1084,1338,1461,1632,1525,1898,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.04236502908738,69.82690945732756,ID_YK9CMs
146,1516,1216,344,616,980,1084,1338,1461,1356,1525,1898,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.042365532043405,69.82700107359153,ID_YK9CMs
131,1466,1150,279,525,767,1070,1308,1561,1568,1515,2218,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.04227462753868,69.82689983165491,ID_YK9CMs
131,1466,1150,340,664,1016,1070,1308,1561,1394,1515,2218,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.04227513049054,69.82699144788958,ID_YK9CMs
131,1708,1110,275,550,675,917,1574,1869,1684,1876,2228,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.044939326349585,69.97314065639976,ID_g30IHr
131,1708,1110,253,487,683,917,1574,1869,1527,1876,2228,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.044939784718096,69.97323227491484,ID_g30IHr
131,1558,1121,290,531,704,925,1216,1330,1314,1342,2228,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.04484891846899,69.97313098238067,ID_g30IHr
131,1558,1121,288,533,724,925,1216,1330,1318,1342,2228,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.04484937683371,69.97322260086648,ID_g30IHr
109,1808,1135,340,805,570,1452,2827,3397,3426,3628,2802,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.046010112290865,69.8659379348845,ID_uoQXVw
109,1808,1135,335,733,607,1452,2827,3397,3340,3628,2802,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.0460106035786,69.86602955276393,ID_uoQXVw
109,1684,1082,325,691,641,1163,2340,2591,2910,2893,2802,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.045920200310725,69.86601991154383,ID_uoQXVw
185,1503,850,232,569,462,998,2097,2356,2478,2631,2145,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.046884602605324,69.82729922869478,ID_FA5IAJ
155,1535,871,276,635,491,1197,2630,2944,2864,3268,2689,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.046885105797585,69.82739084642408,ID_FA5IAJ
185,1626,1006,270,530,514,989,1803,2164,2154,2322,2145,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.04679420108921,69.82728959891557,ID_FA5IAJ
155,1602,974,314,598,530,1122,2251,2733,2357,2731,2689,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.04679470427731,69.82738121661552,ID_FA5IAJ
354,2484,1975,624,983,1446,1686,1806,1940,2014,2077,2071,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.04843840869771,70.02314690027649,ID_Mxpk4p
354,2484,1975,601,946,1404,1686,1806,1940,1998,2077,2071,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.048438852005695,70.02323852026817,ID_Mxpk4p
354,2357,1876,624,984,1424,1595,1746,1866,2036,1985,2071,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.04834799881485,70.02313720741068,ID_Mxpk4p
354,2357,1876,633,959,1424,1595,1746,1866,1964,1985,2071,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.04834844211916,70.02322882737315,ID_Mxpk4p
109,1601,943,271,641,568,1054,2239,2612,2334,2653,2372,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.05415662893495,69.81891751117246,ID_G31KIr
109,1618,978,277,637,490,1104,2089,2309,2544,2510,2372,1.81394,39.6703136041,5.6e-05,135.0,Sentinel-2B,2019-12-18,43.05415713526902,69.81900913115422,ID_G31KIr
